H.alpha H.beta S.II.6718 S.II.6733 H.gamma O.II O.III.5008 O.III.4960 N.II.6585 N.II.6550
3.42571 2.10294 1.92774 1.52101 1.22957 3.18995 1.73171 0.811617 1.92639 0.511416
3.40181 1.96988 1.81721 1.28212 0.942491 3.25489 1.93825 0.722655 1.76512 0.828762
2.38098 1.44782 0.935123 0.733303 0.388863 3.02013 1.99181 0.687258 1.75945 0.290889
1.59895 0.718532 0.709106 -0.467462 0.862043 2.48186 0.989069 0.0810235 0.654162 -0.593727
3.73585 2.33294 2.0211 1.57911 1.66107 2.96521 1.47441 2.00608 2.36704 1.13405
3.18795 1.94108 1.65988 1.28058 1.40455 2.2197 0.449928 0.142298 1.8862 0.686073
1.59269 0.550009 0.761107 0.0787325 -0.221979 1.85118 0.320131 -0.576895 0.921843 -0.771654
3.69378 2.39511 1.67757 1.61414 1.50967 1.91479 0.440123 -0.428025 2.66228 1.58274
3.44072 1.84478 1.42099 0.957523 1.19109 2.13482 0.318706 -0.473176 2.25847 1.16867
3.17622 1.99751 1.68434 1.20374 1.01343 2.93573 1.19562 0.0771958 1.90131 1.08478
2.36238 1.46855 0.743211 0.377144 -0.520234 1.51851 0.640312 -0.676204 1.54721 0.322887
3.27736 1.93994 1.65344 1.19077 0.861159 2.47147 1.18379 -0.404966 2.01295 0.734701
2.47984 1.15879 0.481727 1.13453 0.873581 1.92174 0.409404 -0.091502 1.62456 0.468054
4.43803 2.96587 2.70851 2.38502 1.88432 3.88007 2.74395 1.02483 3.58275 2.23006
2.19255 0.757337 0.583216 -0.0695376 0.861065 1.98893 -0.200421 -0.502326 0.826089 -0.664223
3.76901 2.08393 1.54828 1.25031 1.12477 2.35102 0.51979 -1.20224 2.69968 1.57686
3.32361 2.09365 1.35863 0.810879 1.72634 1.90342 0.428304 -0.454749 2.30146 1.10141
3.8864 2.48852 2.09317 1.81742 1.54765 2.71882 1.29393 1.32514 2.69341 1.49902
3.40445 2.02264 1.51526 1.2584 1.184 2.45942 0.832269 -0.832231 2.40105 1.22968
3.41997 1.73672 1.91538 1.49445 -0.328124 2.72307 1.24196 -0.368149 2.12774 0.839193
3.57162 2.27728 1.9084 1.51968 1.38587 2.88796 1.58899 0.555568 2.26415 1.09043
2.31819 1.10206 0.888083 0.351793 0.960205 2.07256 0.467219 -0.0738345 1.33829 0.0252466
3.01553 1.68198 1.22982 0.869156 0.965143 1.81108 0.445238 -0.148246 1.87281 0.686272
3.60903 2.1895 1.68746 1.33493 1.31961 2.2072 0.335008 -1.02443 2.47248 1.1556
3.53393 2.274 1.96086 1.55088 1.3536 3.20529 1.61835 0.562848 2.23158 1.0525
3.18275 1.96166 1.25869 0.811626 1.09489 2.44218 0.324235 -0.845656 2.14095 0.873836
2.53953 1.29666 0.633876 0.212909 0.689645 1.67376 0.242097 -0.691375 1.53314 0.51539
3.9441 2.64247 2.33151 1.95618 2.05202 3.62772 2.26528 1.14961 2.38292 1.25114
4.07215 2.65754 2.3248 2.02906 1.64968 3.71951 2.81066 1.58696 2.3125 1.19987
1.12766 0.459242 0.549346 -0.0768444 -1.51076 2.39554 0.724048 -1.04006 1.64883 0.623337
1.36409 0.0354737 0.974213 0.563862 -0.366243 2.82802 0.6914 -0.704871 1.33599 0.55381
2.67299 1.30977 1.03615 0.963586 0.631567 2.70799 0.886266 -0.751273 1.7067 0.307384
2.73258 1.52474 0.937103 0.686997 0.0737185 1.74495 0.0414017 0.197308 1.50523 0.506369
2.10026 0.907613 1.39848 1.2853 0.507338 3.3235 0.844606 -1.18107 1.9094 0.46539
5.87072 4.2899 3.45433 3.19344 3.28611 4.73334 5.68212 4.54127 3.54447 2.27355
2.93849 1.68745 1.15066 0.259098 0.746149 2.11239 0.524089 -0.0222664 1.75365 0.448738
0.408753 -0.361895 -0.646666 -0.17742 -0.867732 1.62647 -0.25151 -1.30776 -0.560394 -1.19784
3.75886 2.42185 2.16355 1.72691 1.68001 3.08033 1.44785 0.376707 2.50445 1.40958
2.89722 1.57486 1.47946 1.10598 0.987057 3.04611 3.01762 1.75873 2.16959 1.16574
3.49984 2.29396 1.92852 1.37859 1.38231 3.18726 1.86541 0.688567 2.07395 1.17904
4.08706 2.71049 2.5109 2.15009 1.74925 3.59353 2.39471 1.16992 2.56866 1.43576
3.68754 2.52049 2.12329 1.82916 1.53547 3.13172 1.60628 0.130126 2.49364 1.1669
2.66042 1.39249 1.04007 0.940823 0.723914 2.26271 0.659327 -0.888695 2.01837 0.846711
3.80057 2.35577 2.12782 1.81038 1.33904 3.33622 2.19091 1.01646 2.2775 1.23754
2.50413 1.32855 0.561019 0.0394857 0.337126 1.72123 -0.263745 -0.822389 1.39687 0.178885
3.3076 2.09341 1.97651 1.67954 1.61769 3.39164 3.42156 2.25589 2.77495 2.00534
3.16247 1.96091 1.24375 0.857748 1.15753 2.94346 1.40864 0.210015 2.00534 1.1013
3.8165 2.35685 1.79205 1.42765 1.4609 2.44242 0.71397 -0.389828 2.80281 1.56334
3.90334 2.60724 2.22301 1.80016 1.66531 3.18164 2.30669 0.97302 2.60897 1.3739
3.65211 2.3779 2.13841 1.69342 1.55465 2.73859 1.17729 -0.0395343 2.47297 1.25289
2.66095 1.48071 0.588324 0.669599 0.255352 1.81261 0.596389 -0.0609013 1.78369 0.802829
3.80661 2.36339 1.97615 1.66911 1.38426 2.43373 0.683992 0.143881 3.09372 2.0406
4.0204 2.59379 2.18032 1.85415 1.71281 3.16632 1.53111 0.0580111 2.97571 1.77591
3.01122 1.73491 1.04002 0.308336 0.786283 1.72308 0.331062 -0.647735 1.842 0.597671
3.3679 2.05788 1.87203 1.39657 0.960373 3.27175 2.02704 0.832818 1.49733 0.330528
3.00614 1.6324 0.777736 0.315127 0.981649 1.13424 -0.651442 -0.181268 1.83503 0.645808
2.88851 1.65332 1.12127 0.856517 0.872023 2.12987 0.011842 1.40883 1.97602 0.646607
3.92254 2.58732 2.01197 1.71914 1.54206 3.19557 1.41142 0.120023 2.89746 1.69049
2.63384 0.733173 -0.222819 -0.210096 0.466004 1.38248 -0.62502 -0.722605 1.29921 -0.107967
2.55813 1.35946 0.685816 0.546557 0.745552 2.04069 0.108977 -0.404505 1.4511 0.508866
2.96715 1.83148 1.48995 0.900276 1.14155 2.61199 0.669823 -0.838396 1.69615 0.47122
2.85492 1.71543 1.30341 1.01338 0.892302 2.13853 0.116917 -0.54578 1.82565 0.746072
-0.0393865 -0.0332501 -0.876411 -0.714188 -0.511642 1.13732 -0.318567 -1.17989 0.708172 -0.368092
2.74098 1.31613 0.496656 0.384999 0.29927 1.88539 0.131218 -1.0628 1.62717 0.537603
4.06783 2.53047 2.06589 1.80596 1.46295 2.51822 0.953803 -0.809853 3.06376 1.82826
3.08187 1.7237 1.19238 0.872164 0.628421 1.98327 -0.0498189 -0.553984 2.11206 1.01917
1.75273 0.445404 0.0769133 0.132532 -0.374449 2.03595 0.299438 -0.820903 0.905456 -0.835927
3.64094 2.38089 1.65416 1.35565 1.5647 2.45229 1.80529 0.0169736 2.56736 1.32688
3.96917 2.64472 2.24406 2.00075 1.82758 3.17613 1.53292 0.268559 3.01014 1.94416
3.91208 2.57282 1.92629 1.63496 1.11071 2.77917 1.04241 -0.10196 2.97962 1.84041
3.0636 1.81452 1.39403 0.985545 0.99837 2.28557 -0.135467 -0.506471 1.98696 0.814917
3.48831 1.98303 1.79584 1.60387 1.05513 2.50508 0.790557 -0.64799 2.99124 1.9985
1.89519 0.586588 1.01706 -0.0109218 -0.44011 1.65606 -0.196834 -1.04551 1.41197 0.19959
4.84727 3.47344 2.92725 2.56889 2.58046 4.18563 4.64531 3.51801 2.24707 0.887703
2.5245 1.17734 1.18963 0.468316 0.129615 1.99619 0.817773 -0.790876 1.60255 0.345441
2.92425 1.33156 1.26362 1.12102 -0.0622828 2.45903 0.540477 -0.288677 2.7184 1.56442
3.2396 1.90879 1.5894 1.34793 1.21537 2.21633 0.709955 -0.186003 1.8539 0.802619
3.15303 1.74775 1.25154 1.17718 0.665084 2.27906 1.19533 -0.924768 2.63984 1.63015
5.87645 4.27649 3.62198 3.3512 3.25755 4.7989 5.55462 4.4527 3.16644 1.91867
3.19846 1.95095 1.50004 1.12019 1.21557 2.20149 0.959836 -0.302916 2.61874 1.55633
2.89382 1.60014 1.36874 1.04997 0.326742 2.31304 0.465213 0.386775 1.72385 0.238941
3.54053 2.02776 1.76805 1.55414 1.15296 2.52253 0.659199 -0.926351 2.17258 1.06981
2.40123 1.37522 0.444967 0.5789 0.456445 1.91283 0.438359 -0.0828592 1.0409 0.295413
3.58766 2.32146 1.98944 1.63276 1.39494 2.92094 0.898847 -0.178233 2.48181 1.24076
3.74298 2.37602 2.17619 1.75641 1.44443 2.97972 1.59494 0.529557 2.44627 1.25996
3.2647 2.01477 1.55175 1.21395 0.985088 2.49793 0.497023 -0.420487 2.01134 0.902528
2.98852 1.66865 1.08759 0.825032 1.1236 2.36838 0.0184773 -0.700066 1.93099 0.855633
3.2118 1.88143 0.986377 0.691469 1.13431 1.40977 0.196256 -1.40989 2.04949 0.909126
3.31478 1.76604 1.00903 1.00173 0.306023 1.56079 0.36937 -1.26958 2.66881 1.49857
2.94622 1.85912 1.006 0.588606 1.05341 1.81649 0.551545 2.71494 1.64717 0.900197
3.7813 2.25968 2.09187 1.79359 1.30279 2.9905 1.98097 0.874806 2.74075 1.6497
4.35394 2.92087 2.72681 2.39428 1.94694 4.03807 3.34097 2.16767 2.51285 1.34955
3.46788 2.28964 1.91648 1.64176 1.48286 3.22327 2.39242 1.17028 2.08083 0.705945
3.14541 1.92703 1.02928 0.429723 1.07002 2.06266 0.189188 -0.721707 1.99867 0.80781
2.41949 1.08983 0.762114 0.53086 0.428712 2.09901 1.05166 -0.12229 1.52391 0.590954
3.43423 2.12197 1.60649 1.2484 1.31001 2.08381 0.520028 -0.523007 2.23435 1.13185
3.17313 1.7907 1.67474 1.44223 0.912907 2.70529 1.24153 -0.0590958 2.39952 1.31453
2.40977 0.843838 0.822168 0.515855 -0.355595 1.68859 1.31956 0.0310389 1.88928 0.62228
2.7891 1.46976 0.685944 -0.29031 0.710757 1.70012 -0.102259 -0.653775 2.14086 0.939898
1.39973 0.506205 0.505372 0.188961 -0.439078 1.87348 1.93546 0.728293 1.60388 0.471445
3.35267 2.14324 1.80115 1.29053 1.2475 2.80816 0.959962 -0.266161 2.0487 0.891944
3.68128 2.35718 1.72292 1.42124 1.64911 2.5945 0.942449 -0.219874 2.55334 1.51189
2.31246 1.0466 0.762481 0.916047 0.450626 2.07906 2.23008 0.789398 1.91268 1.01446
2.16575 0.867135 0.0816442 -0.226239 0.325091 1.37477 -0.419094 -0.673043 1.08847 0.038071
1.48278 0.497481 0.283612 0.0443409 -0.0981139 2.14085 0.0160796 -0.447445 0.559264 -0.582814
3.01802 1.69802 1.47091 1.19187 1.06625 2.78999 1.06954 -0.197057 2.12157 1.04883
3.29681 1.99282 1.26775 0.983221 1.10275 1.77798 -0.0833981 -0.450355 2.15041 0.73955
0.077345 -2.13206 -0.903656 -1.65256 -0.997022 1.69397 0.182579 -1.36717 -0.899748 -0.984924
2.71133 1.52125 1.01561 0.414488 0.0815194 1.8488 0.353984 -0.448627 1.74528 0.773158
3.50238 2.34463 1.82302 1.35805 1.54315 3.02245 1.32499 0.34413 2.34994 1.27744
2.32182 0.750876 0.413774 0.513504 0.328824 1.42582 0.984886 -0.0754602 1.58832 0.387773
2.10387 1.19573 0.230419 -0.416399 0.0090399 0.850415 0.702327 -1.18057 0.916562 -0.183513
4.04938 2.57734 2.26098 2.01339 1.64841 3.38717 1.96958 0.816249 3.17498 1.92192
2.11817 0.0874247 0.838622 0.744807 0.359555 1.76725 1.4629 -0.433041 1.52269 0.286868
2.40932 1.2414 1.00259 0.848252 0.438694 2.49127 0.223263 -0.925167 1.42845 0.352101
3.05088 1.75097 0.993382 0.861489 0.81283 2.1614 0.503589 -0.786348 2.21663 1.03634
2.71076 1.69751 0.883271 0.768325 1.04428 2.31069 1.09933 -0.340473 1.97825 0.72932
3.7398 2.29206 2.13622 1.93396 1.18824 3.4388 2.54786 1.29314 2.00786 0.917933
4.10572 2.78238 2.4217 2.17808 1.88481 3.45976 2.04808 0.70346 3.10746 1.85269
3.19024 1.90394 1.11037 0.788283 1.38037 2.00281 0.594283 -0.208534 2.04357 0.949439
4.19037 2.93797 2.44449 2.14532 2.06658 3.70181 2.61126 1.60674 2.9324 1.92673
3.03058 1.60638 1.41099 1.04992 0.674894 2.68017 0.932559 0.109289 2.0014 0.679116
3.27699 1.92166 1.45621 0.883534 1.20734 2.63665 0.612856 -0.402535 2.11626 1.13801
3.56707 2.15249 1.26334 1.10276 1.32025 1.54855 0.147398 -0.554947 2.44653 1.36458
3.01128 2.2043 1.32446 1.23531 1.46844 1.65804 2.2298 0.791383 2.45878 2.05185
3.60979 2.25244 1.69962 1.5709 1.31014 2.83169 1.19573 -0.298664 2.86795 1.6859
3.97948 2.65131 2.26529 2.03002 1.88633 2.97627 1.40883 0.358064 2.83334 1.7064
3.51328 2.26863 1.8564 1.4438 1.21895 2.99943 4.3521 0.299643 2.14804 0.754486
4.29842 2.73138 2.4228 2.1522 1.58908 3.19613 1.94108 0.656532 3.40291 2.22114
0.673691 0.611713 -0.201778 0.046407 -0.301407 2.02775 0.803054 0.361103 0.327335 0.760983
3.41446 2.20709 1.66624 1.61905 1.28682 3.23309 2.14124 1.04896 1.91011 0.843351
3.51578 1.99466 1.37764 1.0144 0.808227 1.83421 -0.0714266 -0.0560238 2.31709 1.06111
2.41585 1.50127 0.505798 0.864178 0.110463 2.26341 2.77275 1.47589 2.01215 0.839285
3.44483 2.09573 1.82123 1.61473 1.27565 3.25346 1.94402 0.464526 1.92779 0.917617
3.09595 1.70061 1.35618 1.16622 1.33482 2.52455 0.391202 1.73766 2.24192 1.12463
2.3189 0.856088 0.638568 0.517241 0.130609 1.96482 2.20262 0.852054 1.73164 0.979265
3.52912 2.17496 1.8918 1.35783 1.21778 3.04788 1.1691 0.103374 2.22912 1.15379
2.47107 1.37758 -0.101944 -0.0479132 0.463902 1.12694 0.144023 -1.04533 1.18561 -0.0453832
3.66669 2.28713 2.06943 1.74883 1.45952 3.42375 2.07087 0.892307 2.02756 0.941655
3.4915 2.15342 1.65179 1.34964 1.43006 2.44512 0.665604 -0.696125 2.31082 1.16054
3.08362 1.72731 1.47556 1.09671 1.0367 2.27641 0.337544 -0.647236 1.88619 0.49247
4.22876 2.80299 2.61935 2.47779 1.834 3.02759 4.15911 3.01566 4.33028 3.25086
2.38598 1.18774 0.858327 0.429011 0.0932155 2.69308 1.46775 0.463708 1.08593 -0.391638
2.52548 1.19152 0.575315 -0.0591616 -0.601725 1.7718 -0.454481 -1.39662 1.69738 0.443171
4.15009 2.76677 2.44316 2.00144 1.87994 3.66216 2.37864 0.897588 2.79129 1.68273
3.93113 2.24242 2.17875 2.48635 1.23736 3.57065 1.91656 0.69876 3.18128 1.88485
3.88137 2.55412 2.15994 1.74269 1.58463 3.20021 1.67628 0.851497 2.67245 1.52947
3.66946 2.62502 1.83194 1.54678 1.45368 2.01616 3.14988 1.95138 3.01222 2.34631
0.945393 -0.0770205 -0.0174734 0.972319 0.637559 2.19663 0.311499 -1.42263 0.698343 -1.12945
3.77261 2.50528 2.27544 1.9117 1.33845 3.09204 1.34868 0.22649 2.65607 1.40155
2.86095 1.62805 1.03735 0.828437 0.795934 1.79563 0.145222 -1.03888 1.89742 0.770805
4.23712 2.53348 2.43336 2.45241 1.29474 3.29801 2.16097 0.654737 3.72858 2.5691
4.22181 2.73371 2.61344 2.20297 1.67384 3.62824 2.77527 1.58052 2.76059 1.59728
3.99269 2.61632 2.54674 2.15554 1.49994 3.57785 3.2237 2.07788 2.01514 0.820234
2.86965 1.7103 1.61148 1.31258 0.885497 2.96094 2.82748 2.13839 2.62482 1.6202
2.77822 1.5691 0.999498 0.633007 0.543726 1.64966 -0.136081 -1.05485 1.83743 0.617304
2.85097 1.62997 1.184 0.481275 0.973447 2.29494 1.11698 1.13292 1.6128 0.00641099
2.6194 1.07109 1.05268 0.627755 -0.293028 2.37697 2.68308 0.767682 2.33386 1.45969
1.17006 -0.415518 0.66302 -0.138836 -0.5922 2.04475 0.514618 -1.17277 1.11911 -0.085406
3.24233 2.00515 2.53413 1.53859 0.928364 3.53562 3.82388 2.45534 3.18522 2.04004
3.49254 2.20064 1.44047 1.05662 1.26702 1.88362 0.389452 -0.335182 2.45284 1.3042
4.15355 2.65001 2.5128 2.34815 1.84268 3.43417 2.41524 1.00798 3.06488 1.78134
3.95876 2.46733 2.01016 1.72759 1.41379 3.11727 1.50088 0.312954 2.96993 1.71313
3.29994 1.94151 1.59404 1.37577 0.580078 2.39916 0.666003 -0.594432 2.14091 0.892862
1.21027 0.164256 0.150858 -0.55171 0.0126606 1.64767 0.157105 -0.717137 0.515941 -1.21597
2.67576 1.28747 0.901286 0.0550315 0.455355 1.70967 0.285804 0.718997 1.60708 0.519697
3.14284 1.8202 0.79077 0.548377 1.11982 1.73416 -0.00492352 -1.23139 1.8942 0.700127
2.82865 1.78016 1.01989 0.696796 0.526453 1.8361 0.638377 -0.587499 1.85792 0.349236
3.06642 2.04208 1.61575 1.15293 1.03918 2.43126 2.19391 1.01836 2.34506 1.74768
4.3799 2.90709 2.67751 2.3926 1.91235 3.57548 2.54827 1.11619 3.12675 2.12772
3.93186 2.65121 1.99515 1.73675 1.90365 3.52391 2.41693 1.37668 2.34082 1.18564
4.0937 2.62737 1.3571 1.56965 1.27305 2.42165 2.46577 0.974793 2.98523 2.37276
4.10361 2.77754 2.29828 1.99349 1.89231 3.35543 2.06841 0.842684 3.22787 2.1504
3.55862 2.36587 1.93792 1.60968 1.42592 3.44551 2.45531 1.20852 1.69123 0.520216
4.21343 2.62963 2.48466 2.21874 1.74443 3.15272 1.52137 0.650283 3.50064 2.3347
3.64604 2.27117 1.68483 1.21729 1.46669 2.11635 0.234918 -0.274065 2.54051 1.29154
1.63261 0.537952 0.515309 0.177545 0.18622 2.14589 0.284485 -1.07398 1.35318 0.0959372
3.86707 2.51204 2.03117 1.70326 1.4264 2.77733 1.04408 -0.405714 2.74489 1.59578
3.10773 1.4458 1.23175 0.874544 -0.0372491 2.07145 -0.195641 -0.719837 2.33494 1.0225
2.4163 1.34259 0.81923 0.221542 0.0585904 2.05028 0.054488 -0.274765 1.03319 0.306275
2.64564 1.52601 1.10927 0.782086 0.846415 2.24956 1.34373 0.0209931 2.12736 1.22799
4.18195 2.82549 2.35808 2.00253 1.99517 3.87986 2.80197 1.63711 2.72924 1.69638
3.8144 2.42597 1.92533 1.66529 1.63541 2.48044 0.974664 -0.621694 2.93576 1.81713
2.91948 1.92715 1.58385 0.786315 1.35922 2.47673 0.526467 -0.276388 1.93356 0.731646
3.80163 2.44971 1.80938 1.50649 1.57965 2.36984 0.95879 -0.828206 2.83445 1.71007
2.87247 1.40136 1.1296 0.812636 0.0820572 2.3205 0.719189 0.0528466 1.47724 0.0814948
2.4394 1.18913 1.12984 0.928468 -0.00609727 2.3308 2.52825 1.42683 1.97798 0.908812
1.58762 0.633734 0.929639 0.535958 -0.227529 2.48706 0.627895 -0.840476 1.82611 0.333887
2.63852 1.28525 1.6509 0.817333 0.202848 3.04082 0.940595 -0.0805546 1.98902 0.765806
3.62747 2.223 1.99645 1.55408 1.24144 2.79785 1.26122 0.677345 2.59038 1.33261
2.68268 1.51822 1.04077 0.638448 0.93216 1.68479 1.06973 0.689576 2.05296 0.920377
